epoch,test_kl,test_x,test_mof,test_y,test_loss,lcd-r2,lcd-MAE,pld-r2,pld-MAE,density-r2,density-MAE,avf-r2,avf-MAE,avsa-r2,avsa-MAE,agsa-r2,agsa-MAE,co2n2_co2_mol_kg-r2,co2n2_co2_mol_kg-MAE,co2n2_n2_mol_kg-r2,co2n2_n2_mol_kg-MAE,co2n2_selectivity-r2,co2n2_selectivity-MAE,co2n2_heat_avg-r2,co2n2_heat_avg-MAE,co2n2_heat_co2-r2,co2n2_heat_co2-MAE,co2n2_heat_n2-r2,co2n2_heat_n2-MAE,co2n2_heat_molfrac-r2,co2n2_heat_molfrac-MAE,co2ch4_co2_mol_kg-r2,co2ch4_co2_mol_kg-MAE,co2ch4_ch4_mol_kg-r2,co2ch4_ch4_mol_kg-MAE,co2ch4_selectivity-r2,co2ch4_selectivity-MAE,co2ch4_heat_avg-r2,co2ch4_heat_avg-MAE,co2ch4_heat_co2-r2,co2ch4_heat_co2-MAE,co2ch4_heat_ch4-r2,co2ch4_heat_ch4-MAE,co2ch4_heat_molfrac-r2,co2ch4_heat_molfrac-MAE,scscore-r2,scscore-MAE,lr,λ_x,λ_kl,λ_y,λ_mof,train_kl,train_x,train_mof,train_y,train_loss,valid_smiles,mof_acc,mean_r2,train_kl_ratio,train_x_ratio,train_mof_ratio,train_y_ratio,test_kl_ratio,test_x_ratio,test_mof_ratio,test_y_ratio
10,105.32132214766283,0.29444678357014287,17.13352395937993,1.1997594099778395,0.3852811696437689,0.9803804625665065,55.32484817504883,0.763545971003057,128.5301971435547,0.9781693280403669,47.01137161254883,0.9852569994454701,32.54241943359375,0.9673244743474758,57.97606658935547,0.7653469889344933,114.49851989746094,0.7976786269147077,109.18341827392578,0.2025996606930106,172.65391540527344,0.7192889329734719,139.98699951171875,0.932280474183227,101.04634094238281,0.15040891007878154,130.4808349609375,-2.0047590562590525,159.31204223632812,0.5361157179927363,128.63790893554688,0.9942952285511784,26.9710750579834,0.9814054260661049,40.87448501586914,0.9979770905039574,16.090835571289062,0.9848604817753965,51.38990020751953,-2.73433482709689,197.90652465820312,0.9846008269395937,45.50438690185547,0.8825826901085735,79.8578872680664,-3.9272452888507168,251.83505249023438,0.00013138571209279765,1.0,0.0008624501207184005,0.0,0.0,104.95428326590817,0.33995021906938455,17.15024005370948,26.989264943434687,0.430468051772129,0.0,1.5967543242156075,0.28275138661483096,0.21027770562752912,0.7897222980193183,0.0,0.0,0.23576129371819252,0.7642387086874463,0.0,0.0
11,98.09585483257587,0.2649069477875645,17.12899923324585,1.1980133790236254,0.35787190998402924,0.9741835722299852,64.5363540649414,0.933240672853525,78.46527862548828,0.9792303565087227,51.7421989440918,0.9681293449406995,59.16214370727539,0.925602951293929,75.0649642944336,0.7533148867959527,118.60315704345703,0.7711614166627656,99.0448989868164,0.48809549008144815,139.40589904785156,0.5580092156078906,184.1017608642578,0.974468288142092,66.12264251708984,-0.23948060001505778,165.12852478027344,-6.20660071815878,235.37806701660156,0.1986263317999697,156.97711181640625,0.9951016103022134,20.765501022338867,0.9646213068874218,66.81880950927734,0.8488409399454696,98.42623138427734,0.9741701056665794,60.60892105102539,-6.896238960268045,271.6650390625,0.9677787105654719,56.11946487426758,0.8539789330032874,101.07933044433594,-2.2677710533328534,205.61541748046875,0.00013138571209279765,1.0,0.0009476951327902405,0.0,0.0,98.1579569753618,0.3062843716182496,17.14925174060661,27.123715406006635,0.3993081871298636,0.0,1.6467216411906678,-0.07054939040415775,0.2329624612478353,0.7670375451596723,0.0,0.0,0.2597716154248566,0.7402283900946194,0.0,0.0
12,93.31364866403433,0.2360567172559408,17.133480383799625,1.1896216869354248,0.33244412678938645,0.9973063102796962,20.31977653503418,0.9487688155001565,64.40931701660156,0.9903508014559987,40.72126770019531,0.9566824350127638,70.89570617675781,0.9615593068358913,57.008819580078125,0.6945782520216668,132.03005981445312,0.1659855922877539,181.95887756347656,0.8561721813790012,78.05753326416016,0.8092766379957619,118.31574249267578,0.9097972949618808,115.09843444824219,0.031717779201697716,134.26393127441406,-3.2115244399749487,188.75144958496094,0.46503730710773694,142.34654235839844,0.9970838178489376,19.56513214111328,0.9967904619206679,18.91634178161621,0.9809283175826145,32.84007263183594,0.9456499547531266,80.39195251464844,-3.7290954781536456,210.46604919433594,0.9997523034348603,6.297837734222412,0.8873866169274427,89.46443939208984,-1.9595433655747057,194.370361328125,0.00013138571209279765,1.0,0.0010329401448620807,0.0,0.0,92.89165014298833,0.27687306895366054,17.148413042843863,27.27359459678996,0.37282458025971005,0.0,1.636979585679807,0.27117432870496927,0.25736370302713446,0.7426363056877592,0.0,0.0,0.2899356794162927,0.7100643333232654,0.0,0.0
13,89.2943556858943,0.21389318680247435,17.133536082047684,1.2037284741034875,0.3137408053645721,0.9894329556728141,37.008113861083984,0.9903712669025783,31.0112361907959,0.9351299418707231,74.35130310058594,0.9673808686826425,63.375919342041016,0.9421963248212694,75.70104217529297,0.864419450788019,93.34649658203125,0.007262557937796066,203.2818603515625,0.8385563875044056,77.39618682861328,0.8165306102354718,124.62547302246094,0.9328441103325714,100.81822967529297,0.3180385784718196,141.33969116210938,-3.0541869730330067,173.11776733398438,0.07410562493360795,172.35292053222656,0.9812193018073196,49.9037971496582,0.9612029869566702,61.05029296875,0.9260240896449049,68.29435729980469,0.9763612147667419,60.13579559326172,-6.738506688071017,282.2307434082031,0.9963915563926051,18.871286392211914,0.9012312863812457,73.37384033203125,-0.19176186026939113,124.67445373535156,0.00013138571209279765,1.0,0.0011181851569339208,0.0,0.0,88.56013997395833,0.2516388794853276,17.14803506461229,27.49169353387995,0.35066550972448424,0.0,1.656935086484312,0.21115445679665676,0.28239627584895705,0.7176037349183235,0.0,0.0,0.3182487627324104,0.6817512518141428,0.0,0.0
14,84.73887223463792,0.19699857677691257,17.132387509712807,1.2114785817953257,0.29897588735016495,0.9632485798445972,77.43355560302734,0.9789013375153574,39.89608383178711,0.99725520840148,22.618953704833984,0.9393339525883713,83.79351043701172,0.9091182410406318,91.22371673583984,0.3325928757255552,170.74388122558594,0.7502182418404835,103.28275299072266,0.5511443704646186,134.1862030029297,0.9601089109472476,58.206512451171875,0.9373925175696445,100.50164794921875,-0.8503588954289594,183.9055938720703,-6.186086980592401,247.45436096191406,0.40680271853290473,141.13807678222656,0.9883767428921857,40.82645034790039,0.9810609701424946,37.418033599853516,0.9958180617271416,19.349031448364258,0.9808199494769433,55.70228958129883,-0.9243708407902209,145.34011840820312,0.9645602404012035,64.10307312011719,0.811775386737093,111.2893295288086,-2.3274470571816117,222.8763885498047,0.00013138571209279765,1.0,0.0012034301690057607,0.0,0.0,84.85738203462951,0.230601493278096,17.147194527783086,27.533436012723282,0.3327214222582162,0.0,1.6761049376508446,0.1981078348502267,0.3069232299808698,0.6930767839142391,0.0,0.0,0.3410887621691396,0.6589112537566783,0.0,0.0
15,83.26878122182993,0.1791465115518524,17.135319618078377,1.213058123221764,0.2864529298475155,0.9802415424266696,46.46379852294922,0.9940617828046933,22.849332809448242,0.9805640984796824,44.88051223754883,0.9690068134074653,61.30869674682617,0.9373367984348007,73.60631561279297,0.587793727225344,150.7928924560547,0.7012396338204083,120.48123931884766,0.5317930451086694,117.71125030517578,0.8679499871013321,98.11842346191406,0.9452877475957214,79.77198028564453,-1.2937397531781265,204.4708709716797,-3.2523982101174616,180.87803649902344,-0.043009574408152895,174.94236755371094,0.9781600104168019,52.704044342041016,0.9500520604083321,74.2695083618164,0.9939663544432077,24.871204376220703,0.9828503480150351,54.647605895996094,-5.305022934243307,245.3582763671875,0.9996216089376415,7.606991767883301,0.9247118586986336,61.393531799316406,-2.6686411362686724,213.2062225341797,0.00013138571209279765,1.0,0.0012886751810776008,0.0,0.0,81.84249541677931,0.21206589752042113,17.146516701296957,27.467756873762788,0.31753429502556985,0.0,1.6475072908286406,0.08389646710041519,0.3321480364587637,0.6678519480969584,0.0,0.0,0.3746039943675008,0.6253959826740665,0.0,0.0
16,110.4052961056049,0.1683822160300154,5.118818232646356,0.43559792179327744,0.3900075870064589,0.9048575427413033,112.59920501708984,0.971736701798369,36.08147430419922,0.9653606509139243,65.2463150024414,0.966437247607561,56.12252426147461,0.9697021434642094,48.01776123046875,0.9912465620341558,24.659950256347656,0.9263501715183036,57.82450866699219,0.9588303434449825,39.383033752441406,0.9568195155992811,44.360145568847656,0.9630610253872723,58.246490478515625,0.98317253725907,22.04901123046875,0.8996796411142036,33.59368133544922,0.8021911381582206,86.41453552246094,0.952420367793622,73.28350830078125,0.9927074114915349,28.46404457092285,0.9981325023346986,11.5432710647583,0.9206261706150842,91.7586898803711,-0.06575276201867952,108.01819610595703,0.9839488698194817,46.412628173828125,0.9996851119292374,5.309104919433594,0.48322764009579533,91.16621398925781,0.00013138571209279765,1.0,0.0012886751810776008,0.014285714285714285,0.014285714285714285,102.86884371591354,0.20069268245069205,8.95137150816815,11.762029857415477,0.6291629503715959,0.0,61.68449567578439,0.8821162158619825,0.2106998285969527,0.3189836310802457,0.20324899257886542,0.2670675345136535,0.36480460814332905,0.43174087284416557,0.18749885178741346,0.01595565743208637
17,125.57171872945932,0.1587370544886933,0.7658731662310087,0.423827214882924,0.3545496605623227,0.9835984142225759,51.87093734741211,0.9877855541716472,28.121047973632812,0.9925437564631583,35.73529052734375,0.9934784834419783,28.591365814208984,0.9452014294058874,66.45665740966797,0.9854461376886093,29.030384063720703,0.8939431169244795,79.43243408203125,0.8225655082830343,76.70299530029297,0.9583437642051914,42.81089401245117,0.9065882445715618,96.04363250732422,0.9766484831519805,24.263540267944336,0.9685496516468391,22.70105743408203,0.4727525035637229,137.9633026123047,0.9764487093079065,56.90095901489258,0.9807553639799329,40.842620849609375,0.9994584821598078,7.318840980529785,0.962146447199066,75.07837677001953,-0.6330193958048318,141.0033416748047,0.9932922435866179,32.424110412597656,0.9918844928700944,26.40961265563965,0.9062536269690871,44.73927307128906,0.00013138571209279765,1.0,0.0012886751810776008,0.02857142857142857,0.02857142857142857,123.96395282244626,0.18835524004323195,1.670710831762024,9.637609002982803,0.6711993701607819,0.0,94.48238259251809,0.8602221437146833,0.2380056901905228,0.28062487603066816,0.07111835516437709,0.4102510661804094,0.45641323451067484,0.4477145859819277,0.06171798452447446,0.03415416891797134
18,499.15994145320013,0.11617442686110735,0.02500097713737677,0.40734665668927705,0.13969521242408797,0.9849757520170638,48.93703079223633,0.9999183065642371,3.1642651557922363,0.9935650013919386,32.660606384277344,0.9903596084121893,32.80638885498047,0.8352868728067371,99.94025421142578,0.9647501785001856,45.5908203125,0.8270206670497907,94.50243377685547,0.9686268032967821,36.71895217895508,0.9962738095041251,15.646940231323242,0.9642707852182233,65.87974548339844,0.9238318932736458,39.872772216796875,0.8849947554772837,34.73438262939453,0.4826681194333665,131.76290893554688,0.9476684092238666,79.28614044189453,0.997125333530111,16.008169174194336,0.9893789429107587,26.79648208618164,0.949984291011118,86.19895935058594,-0.5981193035621661,147.34625244140625,0.9914985388771381,29.830135345458984,0.9912252122340898,26.168806076049805,0.9397725580769622,38.2802734375,0.00013138571209279765,1.0,1e-05,0.04285714285714286,0.04285714285714286,449.57326681763766,0.13885538663504707,0.05179076419228965,8.938456110472517,0.5286474232765637,0.0,99.98931516492358,0.858336977868926,0.008504217499655568,0.2626616162704805,0.004198647495361692,0.7246355010576006,0.0357320721871159,0.831627833518188,0.007670058480543623,0.12497002263122367
19,294.14474061819226,0.10152438669823684,0.023186651927132446,0.41069504160147446,0.15433344595993942,0.9854508679410432,45.26109313964844,0.9977055430183382,14.256813049316406,0.9800409216531336,47.77173614501953,0.9813806081262774,38.591739654541016,0.8552632818410052,92.66624450683594,0.9838530118988142,32.23594284057617,0.9637828524758958,48.4542121887207,0.9875036444983107,26.086116790771484,0.9949096373180059,16.816972732543945,0.9870287533641061,41.41096878051758,0.8789660714731896,48.57299041748047,0.8591052024541791,38.54172897338867,0.696546686504349,103.75830078125,0.9375456911123301,84.07999420166016,0.9915714407070612,26.75484275817871,0.9859799885657455,32.45337677001953,0.9517627043340908,81.96865844726562,-1.050719473710108,158.48300170898438,0.9858150953172464,36.45985412597656,0.985460227332713,28.180265426635742,0.9089086117177142,46.249778747558594,0.00013138571209279765,1.0,9.524501207184006e-05,0.05714285714285714,0.05714285714285714,294.4262492833103,0.12840806034911503,0.029645988755461566,8.834233461625063,0.6629580927682284,0.0,99.94594730490748,0.849898160378259,0.04229925235569792,0.19368955858572914,0.0025552995261562263,0.7614558841214314,0.1815278548132729,0.6578249197169465,0.008584992905796987,0.1520622308764137
20,248.99438271155725,0.09553454194862682,0.021663143769658815,0.4034442718212421,0.17084036187197155,0.9916779483687282,36.96400451660156,0.9974670469588103,12.384540557861328,0.9842358384287434,43.35508346557617,0.9967326898346576,20.256053924560547,0.9448779538349759,63.74006652832031,0.9907843754191656,25.54288673400879,0.8622083251004923,87.62290954589844,0.9614329616887058,42.947509765625,0.9837614220229297,28.6632022857666,0.9402720022426229,77.05332946777344,0.9722288008014642,29.380165100097656,0.8859440213929622,32.34025573730469,0.36936737180811086,143.60934448242188,0.9718067689598581,60.43229675292969,0.999272744138688,9.87575912475586,0.994411850008789,23.454051971435547,0.9683138902956915,68.74732208251953,-0.5109963758926699,143.4580078125,0.9925602139491296,27.871549606323242,0.999901631548098,3.3133533000946045,0.8578390684977999,52.21134948730469,0.00013138571209279765,1.0,0.0001804900241436801,0.07142857142857142,0.07142857142857142,242.93174727871576,0.12299615812733142,0.02776829583841534,8.767264621070005,0.7950595797957555,0.0,99.90006536604989,0.8644809785432264,0.05514902033237017,0.1547005548426046,0.00249471832444744,0.7876556715160395,0.2630584579358867,0.5592035798906864,0.009057387816106887,0.16868056044523885
21,222.41446627103366,0.09748537902935193,0.02374919702952656,0.40446020089662993,0.19329235588128751,0.9965089632924963,20.581541061401367,0.9954448404961583,16.338449478149414,0.9957367391773241,25.750112533569336,0.997458779017514,16.693382263183594,0.9496766810016748,60.668434143066406,0.9942966277426412,20.04988670349121,0.9229139551634166,67.86187744140625,0.9769866054438034,31.791019439697266,0.9896317566164466,22.037818908691406,0.9271009560112988,88.52609252929688,0.9859597181966967,20.41854476928711,0.8776546697632996,38.7806396484375,0.49612902777660195,130.91192626953125,0.9798476466488286,52.43221664428711,0.9987483563137375,12.726520538330078,0.9986226566184383,13.137312889099121,0.9764308970336806,61.2503662109375,-0.8928013372641583,156.50076293945312,0.9998147436578977,5.282926559448242,0.9992362605547713,7.056925296783447,0.8061681687704207,61.065040588378906,0.00013138571209279765,1.0,0.0002657350362155202,0.08571428571428572,0.08571428571428572,216.58387784267478,0.11808685881330935,0.026723407753487617,8.63224352088919,0.9178379667165646,0.0,99.85072656878519,0.8557888910491899,0.0627059750296798,0.12865763140715172,0.0024956232913702775,0.8061407506944813,0.30577161719570345,0.5043416155019786,0.010531432815294143,0.17935534523156652
