epoch,test_kl,test_x,test_mof,test_y,test_loss,lcd-r2,lcd-MAE,pld-r2,pld-MAE,density-r2,density-MAE,avf-r2,avf-MAE,avsa-r2,avsa-MAE,agsa-r2,agsa-MAE,co2n2_co2_mol_kg-r2,co2n2_co2_mol_kg-MAE,co2n2_n2_mol_kg-r2,co2n2_n2_mol_kg-MAE,co2n2_selectivity-r2,co2n2_selectivity-MAE,co2n2_heat_avg-r2,co2n2_heat_avg-MAE,co2n2_heat_co2-r2,co2n2_heat_co2-MAE,co2n2_heat_n2-r2,co2n2_heat_n2-MAE,co2n2_heat_molfrac-r2,co2n2_heat_molfrac-MAE,co2ch4_co2_mol_kg-r2,co2ch4_co2_mol_kg-MAE,co2ch4_ch4_mol_kg-r2,co2ch4_ch4_mol_kg-MAE,co2ch4_selectivity-r2,co2ch4_selectivity-MAE,co2ch4_heat_avg-r2,co2ch4_heat_avg-MAE,co2ch4_heat_co2-r2,co2ch4_heat_co2-MAE,co2ch4_heat_ch4-r2,co2ch4_heat_ch4-MAE,co2ch4_heat_molfrac-r2,co2ch4_heat_molfrac-MAE,scscore-r2,scscore-MAE,lr,λ_x,λ_kl,λ_y,λ_mof,train_kl,train_x,train_mof,train_y,train_loss,valid_smiles,mof_acc,mean_r2,train_kl_ratio,train_x_ratio,train_mof_ratio,train_y_ratio,test_kl_ratio,test_x_ratio,test_mof_ratio,test_y_ratio
22,201.51439446669357,0.09387679698948677,0.025477860302019577,0.4021938374409309,0.20737150282813951,0.9966085192611606,24.129056930541992,0.9971108318623858,13.337271690368652,0.9913140712628123,31.857601165771484,0.9965668696918708,21.156696319580078,0.9400851446177759,71.23409271240234,0.9710199982741271,43.293914794921875,0.878140694055706,83.74562072753906,0.9845802845063354,25.62276268005371,0.9877932194658392,25.19771385192871,0.9535756685169139,74.43233489990234,0.9905520689952952,17.649263381958008,0.8260470493885022,47.23979949951172,0.6818388605408197,110.12171936035156,0.9551646618868438,74.49996185302734,0.9978451126659245,14.02574634552002,0.9984154114658341,10.461553573608398,0.9473895666992365,84.60025787353516,-0.3714573271692898,137.0279541015625,0.9970330911266815,16.633346557617188,0.9994503707608906,6.551610946655273,0.85156141858999,55.81205749511719,0.00013138571209279765,1.0,0.00035098004828736025,0.09999999999999999,0.09999999999999999,199.07588608528567,0.11416847890653398,0.0264062609659862,8.618376711862089,1.0485184565601409,0.0,99.83799904465003,0.8843159803078885,0.0666384684732108,0.10888552146338447,0.002518435493507366,0.8219575590625529,0.3410667856283714,0.4526986384782473,0.012286095222608536,0.19394846059164247
23,191.2941105182354,0.08872918820438477,0.023576658378050733,0.40072528903300947,0.22066812224399585,0.9980419761251157,15.882413864135742,0.9969705551888715,14.909743309020996,0.9945693573291287,27.188735961914062,0.9979974977171138,15.697396278381348,0.9383206579795546,70.0526123046875,0.9947596396104835,15.517921447753906,0.899620377468556,78.38092041015625,0.9894476433977498,19.50186538696289,0.9815178639863138,33.103111267089844,0.9608375200853536,70.31501007080078,0.991168441067478,16.765628814697266,0.6256170599264729,73.54544830322266,0.7369213257946816,97.24238586425781,0.9884733963715152,40.355674743652344,0.9981943723343527,14.638361930847168,0.9991083385150099,10.48029899597168,0.9786045545468529,57.34333801269531,-1.0173477893046683,161.95816040039062,0.9984767205993862,12.689505577087402,0.9976238326081119,13.76237678527832,0.7022645520532264,75.32400512695312,0.00013138571209279765,1.0,0.00043622506035920027,0.11428571428571428,0.11428571428571428,185.8398382752873,0.1104704495474945,0.025804603595342916,8.589038344442418,1.176091926479112,0.0,99.83721339501207,0.8452946615905075,0.06892998144411717,0.09393011469623119,0.0025075400037667494,0.8346323617411758,0.3781574069629683,0.40209336673593327,0.012210532340627247,0.20753870302502603
24,179.59386326716498,0.08930751337454869,0.024745305301621556,0.39724227556815517,0.23721589219684786,0.9946861346414079,29.996944427490234,0.9980633977721791,13.440629959106445,0.9946252019112125,26.52007484436035,0.9985250580462971,11.109089851379395,0.9761310046493944,46.11662292480469,0.9963279281735188,15.573399543762207,0.859472315902369,87.91558837890625,0.9877021177808655,20.29911231994629,0.9935498729167588,20.80994987487793,0.9738630709172854,59.052146911621094,0.9881838398435888,18.05674171447754,0.6820413405820046,68.06312561035156,0.6214770254731938,115.09468841552734,0.9852759807535802,44.991302490234375,0.9996520912128494,7.700238227844238,0.9961840891257291,20.137836456298828,0.9775562616566074,60.58617401123047,-0.6032813994938209,146.26467895507812,0.9957680806213174,22.03969383239746,0.9986987372010698,10.09001636505127,0.7769993492884626,66.66755676269531,0.00013138571209279765,1.0,0.0005214700724310403,0.12857142857142856,0.12857142857142856,174.9261398861687,0.10756281105388035,0.02481863043043546,8.685602680121326,1.3186929335694704,0.0,99.83187097747386,0.8662619761417082,0.06917360707288356,0.08156774660400029,0.002419795153516163,0.8468388023922002,0.39479996057086825,0.37648199936132026,0.013411998764507334,0.2153060083191234
25,174.05253351651706,0.08354597110659458,0.02003980828493905,0.3964955543096249,0.24865132448478386,0.9926584004078183,34.31590270996094,0.9986690052653254,10.785215377807617,0.9750535745251314,52.85072708129883,0.9847642184097821,36.970977783203125,0.91306103076969,79.63397216796875,0.9844311375700169,32.858516693115234,0.9063760060722958,76.74253845214844,0.9945434513616457,15.880526542663574,0.9986334321480771,10.799354553222656,0.9985093622986345,18.75992774963379,0.9964778745420434,10.36616325378418,0.7792228806211412,57.3282356262207,0.756777768497874,97.76935577392578,0.960760499822816,69.61226654052734,0.9995562194611739,8.100092887878418,0.9992379630813704,7.673727989196777,0.9510092176303792,82.0892333984375,-0.5985345609076507,146.0462646484375,0.9832514901124394,39.9927978515625,0.9987218791767383,9.35200309753418,0.7709331039826977,65.89726257324219,0.00013138571209279765,1.0,0.0006067150845028804,0.14285714285714285,0.14285714285714285,165.9134354936574,0.10465458203803574,0.023708951726923316,8.522229465541141,1.426165166717725,0.0,99.862039923572,0.8735292359452115,0.0705824166687288,0.0733818105226164,0.0023748954068491574,0.8536608386124817,0.42469227863242787,0.33599648535838444,0.011513430547467214,0.22779778938076128
26,163.47955498328577,0.08337932714046194,0.020752171844763394,0.4012050605737246,0.2628082223236561,0.989746234659733,39.49215316772461,0.9999261426101278,3.0177948474884033,0.9845141979995448,42.38935089111328,0.9949649223886706,23.532672882080078,0.9198726206666463,76.88259887695312,0.9785728158932319,36.39354705810547,0.892984295562702,78.92660522460938,0.9920321303473884,19.83603858947754,0.9991333687763818,7.9168524742126465,0.969067993786656,62.01864242553711,0.9312637804761917,42.07501220703125,0.8104563000058319,39.21256637573242,0.5156532397175302,125.66757202148438,0.9823998893440009,49.5117301940918,0.9997837781074386,5.357874870300293,0.9988469411965191,11.937864303588867,0.9664774074801366,70.43648529052734,-0.9830419872410179,159.57980346679688,0.9868465674514934,35.22147750854492,0.9969925326233073,13.776599884033203,0.8147458766141669,62.21833801269531,0.00013138571209279765,1.0,0.0006919600965747205,0.15714285714285714,0.15714285714285714,158.17318877324095,0.10204563900389743,0.022708320037395875,8.475167429342854,1.5468756935145045,0.0,99.85921158487531,0.844820907069842,0.0707552232140863,0.06596886836591863,0.002306875921932198,0.8609690036470483,0.4304329889455076,0.3172630079959136,0.012408499044560295,0.23989549855515754
27,157.11066202016977,0.08464758160810631,0.020153884028192036,0.4058472514152527,0.27978355810046196,0.9961307906689384,25.44292640686035,0.998312330854042,9.240954399108887,0.9920438677802903,33.543060302734375,0.9961335532474321,21.92917251586914,0.950435833822715,66.11084747314453,0.9796552193027455,36.31615447998047,0.8386655377890785,97.21163940429688,0.9855196115475859,25.212112426757812,0.9956231262510254,16.807649612426758,0.9951549290484806,27.267566680908203,0.9601044138501755,33.75351333618164,0.8833457539529962,39.411773681640625,0.4788695333047652,136.51010131835938,0.9659904890349762,66.83443450927734,0.9974362115613303,15.459672927856445,0.9986011449706698,12.615878105163574,0.9586582654475262,80.48993682861328,-0.4221476243217297,141.44384765625,0.9879172461040034,33.543025970458984,0.9975726389512477,14.059032440185547,0.8533688756234339,50.096046447753906,0.00013138571209279765,1.0,0.0007772051086465605,0.17142857142857143,0.17142857142857143,150.93961237723047,0.10017401287028405,0.021238438305708037,8.48882309121562,1.6763527842865353,0.0,99.8621970534996,0.8755900832757968,0.06997992244612361,0.05975711903202919,0.002171902699866934,0.8680910302877063,0.43643454237962764,0.3025466620798063,0.01234865826693609,0.24867013272934052
28,150.73969899691068,0.07927181442769674,0.018297138314944908,0.398930352467757,0.2867623888529264,0.9949982727922508,27.459426879882812,0.9929932417994697,20.938451766967773,0.9945941325807406,28.70735740661621,0.9962558365200451,21.332096099853516,0.908056419060385,79.08403778076172,0.9741480853819319,41.483089447021484,0.778219352431219,106.8017349243164,0.9842642388497002,26.373058319091797,0.9777310546831759,34.51866912841797,0.958706098852369,67.17423248291016,0.9667845574720102,31.385948181152344,0.8803180901813377,35.98527908325195,0.44641864265480014,132.2557830810547,0.9645834265716727,67.14080047607422,0.994747358852099,21.35488510131836,0.9990560131769188,10.470941543579102,0.9739597503736528,65.87477111816406,-0.7608481259959932,151.06907653808594,0.9965479405066189,19.97727394104004,0.9979362200092955,13.528356552124023,0.9177706739929589,42.770233154296875,0.00013138571209279765,1.0,0.0008624501207184005,0.18571428571428572,0.18571428571428572,144.773269811128,0.09778946855638174,0.019981899935909226,8.368182492711378,1.78045117518403,0.0,99.87241049879324,0.8541543467022218,0.07012813705071089,0.05492398214529757,0.0020842606219898994,0.8728636067203873,0.4533560768445743,0.27643727876863716,0.01184967103380582,0.258356982429433
29,144.73221866901105,0.0788364210524238,0.01730522150487209,0.39686017426160664,0.2988315164469756,0.9978613775462171,16.33878517150879,0.9999789938958662,2.124296188354492,0.9937060877229399,26.944242477416992,0.9978194227751679,16.732412338256836,0.9326341654751688,69.70132446289062,0.9927772771010162,19.499757766723633,0.8870947955745692,80.95115661621094,0.9939000141588017,16.407047271728516,0.997686790031048,12.435782432556152,0.9777406781132882,54.318458557128906,0.9891840714543159,17.676834106445312,0.760672270580968,57.4366455078125,0.6440210522823904,110.51007080078125,0.9838586053394812,46.83578109741211,0.9995235851471537,8.764613151550293,0.9991333377323746,7.931661605834961,0.9607224341042744,76.49686431884766,-0.7138077603608883,151.17990112304688,0.9924091201795753,27.372859954833984,0.9970526968402754,14.0916748046875,0.7958602187093708,64.71369171142578,0.00013138571209279765,1.0,0.0009476951327902405,0.19999999999999998,0.19999999999999998,139.27856538783206,0.09632012542031924,0.018896728348395918,8.554583220986402,1.9430097590957072,0.0,99.88560941271119,0.8657061540192084,0.06793255561489646,0.04957264108912527,0.0019450986553140742,0.8805496916256124,0.4589944890062908,0.2638156175418414,0.01158192530066869,0.265607978020635
30,138.3530113513653,0.07557056140369521,0.015415422470631221,0.4036512180016591,0.30828093063945955,0.9745800754011721,57.546539306640625,0.9844488237645783,27.22207260131836,0.9754875643596068,52.80344772338867,0.9816653453586983,42.64751434326172,0.8339451414254977,104.20323944091797,0.9586563866829678,47.46537399291992,0.8857836313947955,83.57940673828125,0.9921661738178922,19.066574096679688,0.9994058873808439,6.458463191986084,0.9894460659483411,41.387908935546875,0.9613071404403306,33.56892776489258,0.8335491992545307,40.17628860473633,0.6499630855899561,114.7407455444336,0.9567283723831556,73.19695281982422,0.996114194168877,19.894500732421875,0.9945353322119427,20.77314567565918,0.9290523080061742,93.61698150634766,-0.8911726602685084,161.63021850585938,0.9940078781753188,24.98052978515625,0.9980731239422725,12.261903762817383,0.9226897201625933,43.03696823120117,0.00013138571209279765,1.0,0.0010329401448620807,0.21428571428571427,0.21428571428571427,134.54036650130362,0.09436036898867896,0.017838888292629848,8.607237413134381,2.0815631762893787,0.0,99.90037962590506,0.8533539423619542,0.06676335709944077,0.045331494169149826,0.0018364174402160124,0.8860687189845902,0.46357190920291075,0.24513537456546874,0.010715242127637598,0.2805774894748311
31,132.37768048506516,0.07557338390212792,0.018106344545510814,0.4098906803589601,0.32142402847798973,0.9927096300936772,34.79833984375,0.9995203689729917,6.997998237609863,0.984934639782921,43.39405822753906,0.9949897401786288,25.140247344970703,0.923649261912615,78.09298706054688,0.9690244987169957,44.41486358642578,0.7805686753739814,113.2082290649414,0.9994586554311535,5.1582770347595215,0.9988133342761742,10.05882453918457,0.991091055247023,38.7163200378418,0.9901765283633931,18.172441482543945,0.8639237288615156,41.3448371887207,0.57556054483078,125.62358093261719,0.9484969181013819,79.49546813964844,0.9999881895193438,1.9929137229919434,0.9989071298851984,10.282122611999512,0.946007373302719,88.67311096191406,-0.596725304094418,152.86624145507812,0.98900477765295,32.95196533203125,0.999538245127121,6.357821464538574,0.8886008373753994,45.01262664794922,0.00013138571209279765,1.0,0.0011181851569339208,0.22857142857142856,0.22857142857142856,129.97439016798896,0.09270461937360756,0.01654632907663083,8.41611775426326,2.165506142799875,0.0,99.88168116452132,0.8684875632815021,0.06711384049895744,0.04280967739659506,0.0017464822656972669,0.8883299936661012,0.4605217541720818,0.23512051746717183,0.012875804769702523,0.29148193684025675
32,130.44941484011136,0.07614872155066293,0.015900997823337093,0.3991636152450855,0.33393687941133976,0.9973549465909756,18.67768096923828,0.9978795006852638,10.985960006713867,0.9920153337275954,31.127456665039062,0.998592256886418,11.887581825256348,0.9318524446359902,72.31129455566406,0.9771135653103643,39.59589385986328,0.8677561935044956,90.94471740722656,0.9934605201969832,16.866779327392578,0.9869266752733435,26.372159957885742,0.9603200624409897,65.63687896728516,0.9889671331014924,19.3786678314209,0.8798665604072479,38.20695114135742,0.5996937157859714,121.5779037475586,0.9670685300084936,64.64447021484375,0.9948544742344662,23.814498901367188,0.9937434207330973,24.57110023498535,0.9650921245739912,74.41992950439453,-0.9959166784146622,163.73846435546875,0.9959654164393349,21.225332260131836,0.9975629039030872,13.04444408416748,0.7803469187082628,59.48207473754883,0.00013138571209279765,1.0,0.0012034301690057607,0.24285714285714285,0.24285714285714285,125.85642770480426,0.09146465805663698,0.01559339690873475,8.468370278249587,2.3033152496236227,0.0,99.89472294851166,0.8509769532730096,0.06575713944845517,0.03971000412192075,0.0016441378666300851,0.8928887223614335,0.4701090865569335,0.22803327887862238,0.011564074344710308,0.29029358872201727
33,125.19523151104266,0.07451687699470383,0.014617273767586224,0.39651035460141987,0.3415714129805565,0.993584058773342,32.688385009765625,0.9997016573813898,5.105495929718018,0.9876864240773873,36.94496154785156,0.9984274942259438,10.64423942565918,0.9437851365089844,66.85589599609375,0.9891490664122475,26.979373931884766,0.9133380024739552,73.09709930419922,0.9968106133043373,12.182516098022461,0.9869638149902169,29.86040687561035,0.9803444750594035,52.48905944824219,0.9787369491593049,26.4099063873291,0.7896448000016834,54.553253173828125,0.750930929066762,95.81746673583984,0.9709435823341062,61.31299591064453,0.9987577956255893,13.243453025817871,0.9987259211133803,12.3081636428833,0.9729975299942306,65.56428527832031,-1.4408387978114785,174.6048583984375,0.9981019455600383,14.123834609985352,0.9999439734167601,2.1986591815948486,0.7960373173595733,62.000797271728516,0.00013138571209279765,1.0,0.0012886751810776008,0.2571428571428571,0.2571428571428571,122.15885179955141,0.08974190535247563,0.014816742658973711,8.513833098309137,2.440246504834463,0.0,99.90619343322606,0.8382748899536742,0.06451113858831148,0.036775754078403396,0.0015613256830122625,0.8971517278272455,0.4723345734050903,0.2181589973952112,0.011004221657303675,0.2985021626348469
34,123.77009069002591,0.07382085518195079,0.015839985117334157,0.39471171223200285,0.3447557775160441,0.9980748563619734,13.863316535949707,0.9980577161448775,10.615239143371582,0.9917612135558541,32.92777633666992,0.9986431349372646,11.661927223205566,0.9371841456856459,70.09156799316406,0.9865561866104144,25.44234275817871,0.9202619650927147,70.82032775878906,0.9963861208566069,12.865903854370117,0.9872345235810396,26.127668380737305,0.9814717781108951,47.794212341308594,0.9823882187537997,23.795669555664062,0.8128426021345849,51.84342575073242,0.6556870041954485,107.66544342041016,0.9742670614015122,57.910457611083984,0.9983495668404182,13.185524940490723,0.9963126668123725,19.105205535888672,0.97598593357962,63.65084457397461,-1.2719170813498022,166.6217803955078,0.9955057897616764,22.930660247802734,0.9990000259749142,9.85858154296875,0.7875697652367217,60.78800964355469,0.00013138571209279765,1.0,0.0012886751810776008,0.2714285714285714,0.2714285714285714,120.13914018143902,0.08718712134738715,0.013109930844306235,8.438998855051771,2.5361513842546284,0.0,99.89472294851166,0.8429344378227883,0.06104538127692432,0.03437772756337703,0.0014030746834314933,0.9031737686223538,0.4626447312388767,0.21412507054654176,0.01247092815332952,0.31075921903084586
35,124.6995407984807,0.06884035263926937,0.011407452109359348,0.3938176127580496,0.34531615473903143,0.9972312816680917,21.523258209228516,0.9995802084333442,6.564152240753174,0.995651677863256,21.353418350219727,0.9989986714171463,9.788182258605957,0.9595347840636864,56.95607376098633,0.9902238717084131,25.842924118041992,0.9124789313015542,72.23190307617188,0.9969329307336782,13.364051818847656,0.9903333467484927,22.229965209960938,0.9712276673075328,56.3475456237793,0.9868280289982675,20.800758361816406,0.8427439909415388,43.174190521240234,0.6920557809075777,103.45878601074219,0.9847691060117031,45.86030960083008,0.9911042091684552,28.089445114135742,0.989247661678305,28.192781448364258,0.9780326170629547,60.36274719238281,-1.4723679548341089,172.7998504638672,0.9993454108124287,10.39297866821289,0.9966572781783906,14.323506355285645,0.7902201128563335,61.69928741455078,0.00013138571209279765,1.0,0.0012886751810776008,0.2857142857142857,0.2857142857142857,118.58113082363764,0.08429590222635436,0.01172325359924134,8.48025295060119,2.6633874926191528,0.0,99.93290552091713,0.8376585530012878,0.05737526389232358,0.03164988288784764,0.001257609355618321,0.9097172008098583,0.465362541292691,0.19935456738563143,0.009438515941163204,0.32584434984197724
36,371.58342508169324,0.04024578852561088,0.0001891037731743731,0.3944212095095561,0.16234472065340155,0.9970391234066349,22.322620391845703,0.9995985636706094,6.688558578491211,0.9806294109993037,42.462669372558594,0.9899936609459613,31.42096519470215,0.8963731936469328,84.237060546875,0.9686129815148984,44.88669967651367,0.8455042255129561,92.97999572753906,0.9995409053665613,4.6125006675720215,0.9998466046394917,3.836972951889038,0.9958646317246954,28.149009704589844,0.9619369655322298,34.72665023803711,0.8390122387586298,37.86051559448242,0.5418688559079389,122.53658294677734,0.9634486703144621,66.26243591308594,0.9992389205983124,8.89175796508789,0.9961632718037318,20.850717544555664,0.9494062558732761,85.17121887207031,-0.5811282645988225,144.14053344726562,0.9860048515551749,36.89397048950195,0.9901158488385718,21.29532814025879,0.8852437172356811,49.2763557434082,0.00013138571209279765,1.0,1e-05,0.3,0.3,323.01094734355775,0.055084802275530954,0.00024691442934352226,8.51211386544418,2.6120232512245316,0.0,99.99984287007241,0.8668721253927254,0.001236631209894967,0.021088940249558222,2.835898523044548e-05,0.977646029159999,0.02288854380888718,0.24790327867534276,0.0003494485790728623,0.7288587049620672
37,205.8597327012282,0.04181207603183933,0.0008627638824411685,0.40072079117481524,0.18763116356701806,0.9899309295034402,40.404319763183594,0.9996470497543641,5.926294326782227,0.9829178912483797,45.81358337402344,0.9901948895528154,33.188663482666016,0.9115052486884804,83.3311538696289,0.959171757939992,52.700584411621094,0.7967181979607403,109.36944580078125,0.9994844675586818,5.823448657989502,0.9982825582215089,10.889491081237793,0.9918383732565528,36.56325149536133,0.975903785677494,26.672475814819336,0.9001915962712728,31.803367614746094,0.5160296181388053,132.14004516601562,0.9696621161497758,64.26084899902344,0.9997292789710183,6.720955848693848,0.9996121263293725,6.390469551086426,0.9471354428954123,89.36861419677734,-0.5757316699138211,149.93431091308594,0.9864493635975256,34.50968551635742,0.9970905005178247,14.438984870910645,0.8791353595260216,45.66035461425781,0.00013138571209279765,1.0,9.524501207184006e-05,0.3142857142857143,0.3142857142857143,204.29019161397346,0.05448077941519359,0.0008188923250121793,8.55943685841162,2.7643045798216725,0.0,99.99905722043442,0.8673761372307455,0.0070388849001894885,0.01970867458415461,9.310340154562307e-05,0.9731593061654976,0.10449816732725736,0.22284185226461545,0.0014451456671593246,0.6712148328096353
38,179.0077907855694,0.043387284045680784,0.0013351247485283797,0.3950959329421704,0.20595232866561183,0.9889860414485393,40.98636245727539,0.999074827309305,9.73863697052002,0.9833158038463047,43.5185546875,0.9941563749668014,26.731578826904297,0.9582353149899051,60.36235809326172,0.9761498847347224,39.62617874145508,0.8149699198349782,100.55528259277344,0.9989900121730847,7.685985565185547,0.9995659829036861,6.44796085357666,0.9933651290938806,34.831298828125,0.9718293644374303,28.893789291381836,0.85197513305486,35.292022705078125,0.4392473404048898,135.124755859375,0.9773009446680758,55.67719268798828,0.9995168513296392,7.455968379974365,0.9976350259167976,12.210280418395996,0.9478554264684369,86.73859405517578,-0.4959175795317794,143.15017700195312,0.9835229533805713,38.737483978271484,0.9990145915590416,7.873544692993164,0.875700065118639,51.58647155761719,0.00013138571209279765,1.0,0.0001804900241436801,0.32857142857142857,0.32857142857142857,175.109895158402,0.05481990498202418,0.001435056603419192,8.4284527113064,2.8562458414545873,0.0,99.99622888173774,0.8692614003860861,0.011065430274321778,0.019192992489087107,0.00016508333821369447,0.9695764656554707,0.15687669418514794,0.21066663497709323,0.002130026151135657,0.6303266195175876
39,168.20415379450873,0.042586269609343544,0.002135172067937674,0.3975535390468744,0.22432013916281554,0.9872305560219948,41.9044303894043,0.99851488176417,9.676616668701172,0.9769515062403887,48.483131408691406,0.9824909673020936,39.278194427490234,0.8965979818930625,83.5407485961914,0.9556787387387957,49.90907669067383,0.7231587525735192,119.35382080078125,0.9921914471574578,19.903268814086914,0.998016514400327,12.60523509979248,0.9892290484145597,40.70450210571289,0.9268028291074715,45.222354888916016,0.8411714632287863,38.05356216430664,0.39361951707378384,138.81790161132812,0.9605778413962791,69.73402404785156,0.9992949885273141,10.672868728637695,0.9949865288319831,23.118059158325195,0.9560480427503575,80.07500457763672,-0.45514602831033835,142.31138610839844,0.9855485973745296,36.760704040527344,0.9963695501820542,15.888083457946777,0.9171096479790883,43.477291107177734,0.00013138571209279765,1.0,0.0002657350362155202,0.34285714285714286,0.34285714285714286,162.48891479929193,0.05503432093189648,0.0018584112715559168,8.428737134666033,2.988703297259984,0.0,99.99214350362028,0.8579258748879847,0.014447401887767356,0.01841411323176558,0.0002131926509410696,0.966925266397266,0.19925868924208492,0.1898459485995311,0.0032634564041088923,0.6076318918089875
40,159.11498011075534,0.04493400568249994,0.002407186042826372,0.3960303423496393,0.24307931415163553,0.9977502349983235,17.90284538269043,0.9992516317450055,7.039440155029297,0.9922363650451937,29.586315155029297,0.9966353549996723,20.6871395111084,0.9241195298713557,74.9740219116211,0.9821716882211031,35.065608978271484,0.8522736537996383,92.65997314453125,0.9988611896170014,7.069683074951172,0.9979420536159701,9.995523452758789,0.9867263016362767,42.77070236206055,0.9920154688054554,15.914308547973633,0.8486914848447503,41.092933654785156,0.5377100192823923,125.10874938964844,0.9769040565818736,55.50168991088867,0.9901442367201564,25.551841735839844,0.9903844468356695,26.141508102416992,0.9656286368089234,73.51715087890625,-0.9025144717057658,160.69302368164062,0.9953625792698788,22.690502166748047,0.9972986743982653,15.060635566711426,0.8170699653131275,58.59132766723633,0.00013138571209279765,1.0,0.00035098004828736025,0.35714285714285715,0.35714285714285715,154.00952390004645,0.05447485908130947,0.002263774595507876,8.41365653575178,3.114215034526212,0.0,99.9888437751408,0.8541268143192507,0.01735726966053111,0.0174923242221124,0.00025961307038969457,0.9648907672986744,0.22974469710605577,0.18485326832241109,0.0035367439800867736,0.5818652585706351
41,153.439359664917,0.04367803826999779,0.0025830799260382685,0.38827354862139773,0.25578744888592225,0.9926460784324748,34.57406234741211,0.9993636632602066,7.8412861824035645,0.9743561602681553,52.68411636352539,0.9954032784379201,24.374109268188477,0.9390772482212053,71.72177124023438,0.9833932046019643,33.66494369506836,0.8749005849597561,85.83263397216797,0.9999003913316701,2.548168420791626,0.9987820211802083,9.653398513793945,0.9906387716821692,40.504207611083984,0.9915633077014188,16.663719177246094,0.8356811007359505,46.85301208496094,0.6160139892375127,116.99913024902344,0.9619034421123351,69.59085083007812,0.9988691791421933,12.901796340942383,0.9986258841229053,12.9154052734375,0.9635191612322357,73.03739166259766,-0.733024574392239,150.31101989746094,0.9919195805387886,27.445491790771484,0.9989773090060449,9.788020133972168,0.8497614134954834,55.77317428588867,0.00013138571209279765,1.0,0.00043622506035920027,0.37142857142857144,0.37142857142857144,147.95488541754068,0.05483946333103647,0.002623954549972294,8.460999167809527,3.2630126027711914,0.0,99.98852951528559,0.8677271997765883,0.01977976694508986,0.016806390292352147,0.0002986846232717572,0.9631151381667507,0.26167857032405506,0.17075911449227366,0.003750886491862651,0.5638114384270123
42,149.15588503617508,0.04376757703721523,0.002911594731603355,0.3902179082998863,0.2731835718911428,0.99458194220318,29.49979019165039,0.9998423478880522,4.424743175506592,0.9684294883749156,53.06669616699219,0.9897118013470589,31.815019607543945,0.9232360757869841,74.51570129394531,0.9916171504000657,21.964616775512695,0.8675587040537662,87.82877349853516,0.9991161046878867,6.9071173667907715,0.9994793690107364,6.246312618255615,0.9920177829336729,34.36521530151367,0.9514260582846727,37.48713684082031,0.8247784821195168,45.739261627197266,0.48810099717007716,129.25149536132812,0.9689557415824451,61.7321891784668,0.9989086056678146,12.49836254119873,0.9968974485554881,18.900733947753906,0.9737041106883737,63.957244873046875,-0.8237972360447832,152.76486206054688,0.9779216784413227,47.18587112426758,0.9995306900273441,6.636194229125977,0.7153001804594772,71.85276794433594,0.00013138571209279765,1.0,0.0005214700724310403,0.3857142857142857,0.3857142857142857,142.9986928668208,0.054754593788202355,0.0028588235335292663,8.394093059127826,3.3681484872420437,0.0,99.98428700724055,0.8474913106494318,0.022139623300237943,0.01625658547881816,0.0003273873112765735,0.9612763869480976,0.2847181828500426,0.1602130638172327,0.004110948818830775,0.5509578073486389
43,144.81927468226507,0.04469726393178392,0.003069212219158474,0.3990383262817676,0.29340431395058447,0.9959285279817645,26.26167869567871,0.9999516678202447,2.781318426132202,0.9760821591322149,45.718955993652344,0.9981247914625552,13.747919082641602,0.9408745000199601,69.13909149169922,0.9897545441873467,25.342145919799805,0.8914871842669969,82.33030700683594,0.9947519572206843,14.682600021362305,0.9990536628360981,8.94886302947998,0.9969917439378506,24.772789001464844,0.9887326083163387,16.51263999938965,0.7551465791462715,57.892333984375,0.573088381754252,121.00531005859375,0.964125699330806,66.30217742919922,0.999522309368649,8.445594787597656,0.9986145640647721,12.48913288116455,0.9693025208920875,69.58441162109375,-0.5421806963150861,147.33848571777344,0.9921666836286355,27.597829818725586,0.9994740388347105,7.254436016082764,0.7061917898249624,73.33521270751953,0.00013138571209279765,1.0,0.0006067150845028804,0.39999999999999997,0.39999999999999997,139.18763235209002,0.05515942432122659,0.0031306858371723555,8.441208839321668,3.517342526332291,0.0,99.9855440466613,0.866056438938672,0.024008817876577833,0.015682130446005804,0.0003560285429962806,0.9599530072635534,0.2994640306866601,0.15234017295093996,0.004184276881048715,0.5440115326306677
